type,DrugBank ID,DrugBank Name,Group,Gene Target
small molecule,DB00661,Verapamil,approved,CACNA1S
small molecule,DB00661,Verapamil,approved,CACNB1
small molecule,DB00661,Verapamil,approved,CACNB2
small molecule,DB00661,Verapamil,approved,CACNB3
small molecule,DB00661,Verapamil,approved,CACNB4
small molecule,DB00661,Verapamil,approved,CACNA1B
small molecule,DB00661,Verapamil,approved,CACNA1A
small molecule,DB00661,Verapamil,approved,CACNA1E
small molecule,DB00661,Verapamil,approved,CACNA1G
small molecule,DB00661,Verapamil,approved,CACNA1H
small molecule,DB00661,Verapamil,approved,CACNA1I
small molecule,DB00661,Verapamil,approved,ABCB1
small molecule,DB00665,Nilutamide,investigational,AR
small molecule,DB00666,Nafarelin,approved,GNRHR
small molecule,DB00666,Nafarelin,approved,GNRHR2
small molecule,DB00669,Sumatriptan,investigational,HTR1A
small molecule,DB00669,Sumatriptan,investigational,HTR1D
small molecule,DB00669,Sumatriptan,investigational,HTR1B
small molecule,DB00669,Sumatriptan,investigational,HTR1F
small molecule,DB00670,Pirenzepine,approved,CHRM1
small molecule,DB00672,Chlorpropamide,investigational,ABCC8
small molecule,DB00673,Aprepitant,investigational,TACR1
small molecule,DB00674,Galantamine,approved,ACHE
small molecule,DB00674,Galantamine,approved,CHRNA7
small molecule,DB00674,Galantamine,approved,BCHE
small molecule,DB00675,Tamoxifen,approved,ESR1
small molecule,DB00675,Tamoxifen,approved,ESR2
small molecule,DB00675,Tamoxifen,approved,PRKCA
small molecule,DB00675,Tamoxifen,approved,PRKCB
small molecule,DB00675,Tamoxifen,approved,PRKCD
small molecule,DB00675,Tamoxifen,approved,PRKCE
small molecule,DB00675,Tamoxifen,approved,PRKCG
small molecule,DB00675,Tamoxifen,approved,PRKCI
small molecule,DB00675,Tamoxifen,approved,PRKCQ
small molecule,DB00675,Tamoxifen,approved,PRKCZ
small molecule,DB00675,Tamoxifen,approved,SHBG
small molecule,DB00675,Tamoxifen,approved,EBP
small molecule,DB00675,Tamoxifen,approved,AR
small molecule,DB00675,Tamoxifen,approved,KCNH2
small molecule,DB00675,Tamoxifen,approved,NR1I2
small molecule,DB00675,Tamoxifen,approved,ESRRG
small molecule,DB00675,Tamoxifen,approved,MAPK8
small molecule,DB00678,Losartan,approved,AGTR1
small molecule,DB00682,Warfarin,approved,VKORC1
small molecule,DB00682,Warfarin,approved,NR1I2
small molecule,DB00686,Pentosan polysulfate,approved,FGF2
small molecule,DB00686,Pentosan polysulfate,approved,FGF1
small molecule,DB00686,Pentosan polysulfate,approved,FGF4
small molecule,DB00687,Fludrocortisone,investigational,NR3C2
small molecule,DB00687,Fludrocortisone,investigational,NR3C1
small molecule,DB00688,Mycophenolate mofetil,investigational,IMPDH1
small molecule,DB00688,Mycophenolate mofetil,investigational,IMPDH2
small molecule,DB00688,Mycophenolate mofetil,investigational,PTS
small molecule,DB00690,Flurazepam,investigational,GABRA1
small molecule,DB00690,Flurazepam,investigational,GABRA2
small molecule,DB00690,Flurazepam,investigational,GABRA3
small molecule,DB00690,Flurazepam,investigational,GABRA4
small molecule,DB00690,Flurazepam,investigational,GABRA5
small molecule,DB00690,Flurazepam,investigational,GABRA6
small molecule,DB00690,Flurazepam,investigational,GABRB1
small molecule,DB00690,Flurazepam,investigational,GABRB2
small molecule,DB00690,Flurazepam,investigational,GABRB3
small molecule,DB00690,Flurazepam,investigational,GABRD
small molecule,DB00690,Flurazepam,investigational,GABRE
small molecule,DB00690,Flurazepam,investigational,GABRG1
small molecule,DB00690,Flurazepam,investigational,GABRG2
small molecule,DB00690,Flurazepam,investigational,GABRG3
small molecule,DB00690,Flurazepam,investigational,GABRP
small molecule,DB00690,Flurazepam,investigational,GABRQ
small molecule,DB00690,Flurazepam,investigational,GABRA1
small molecule,DB00690,Flurazepam,investigational,GABRA2
small molecule,DB00690,Flurazepam,investigational,GABRA3
small molecule,DB00690,Flurazepam,investigational,GABRA5
small molecule,DB00690,Flurazepam,investigational,GABRG1
small molecule,DB00690,Flurazepam,investigational,GABRG2
small molecule,DB00690,Flurazepam,investigational,GABRG3
small molecule,DB00691,Moexipril,approved,ACE
small molecule,DB00692,Phentolamine,approved,ADRA1A
small molecule,DB00692,Phentolamine,approved,ADRA2A
small molecule,DB00692,Phentolamine,approved,ADRA1B
small molecule,DB00692,Phentolamine,approved,ADRA1D
small molecule,DB00694,Daunorubicin,approved,TOP2A
small molecule,DB00694,Daunorubicin,approved,TOP2B
small molecule,DB00696,Ergotamine,approved,HTR1D
small molecule,DB00696,Ergotamine,approved,HTR1B
small molecule,DB00696,Ergotamine,approved,HTR2A
small molecule,DB00696,Ergotamine,approved,ADRA1A
small molecule,DB00696,Ergotamine,approved,ADRA1B
small molecule,DB00696,Ergotamine,approved,ADRA1D
small molecule,DB00696,Ergotamine,approved,DRD2
small molecule,DB00696,Ergotamine,approved,ADRA2A
small molecule,DB00696,Ergotamine,approved,DRD1
small molecule,DB00696,Ergotamine,approved,DRD5
small molecule,DB00696,Ergotamine,approved,HTR1A
small molecule,DB00696,Ergotamine,approved,HTR1F
small molecule,DB00696,Ergotamine,approved,HTR2C
small molecule,DB00696,Ergotamine,approved,HTR2B
small molecule,DB00696,Ergotamine,approved,ADRA2C
small molecule,DB00697,Tizanidine,investigational,NISCH
small molecule,DB00697,Tizanidine,investigational,ADRA1A
small molecule,DB00697,Tizanidine,investigational,ADRA1B
small molecule,DB00697,Tizanidine,investigational,ADRA1D
small molecule,DB00697,Tizanidine,investigational,ADRA2A
small molecule,DB00697,Tizanidine,investigational,ADRA2B
small molecule,DB00697,Tizanidine,investigational,ADRA2C
small molecule,DB00699,Nicergoline,investigational,ADRA1A
small molecule,DB00700,Eplerenone,approved,NR3C2
small molecule,DB00703,Methazolamide,approved,CA1
small molecule,DB00703,Methazolamide,approved,CA4
small molecule,DB00703,Methazolamide,approved,CA2
small molecule,DB00703,Methazolamide,approved,CA7
small molecule,DB00703,Methazolamide,approved,CA3
small molecule,DB00706,Tamsulosin,investigational,ADRA1A
small molecule,DB00706,Tamsulosin,investigational,ADRA1D
small molecule,DB00706,Tamsulosin,investigational,ADRA1B
small molecule,DB00707,Porfimer sodium,investigational,LDLR
small molecule,DB00707,Porfimer sodium,investigational,FCGR1A
small molecule,DB00708,Sufentanil,investigational,OPRM1
small molecule,DB00708,Sufentanil,investigational,OPRD1
small molecule,DB00708,Sufentanil,investigational,OPRK1
small molecule,DB00710,Ibandronate,investigational,GGPS1
small molecule,DB00710,Ibandronate,investigational,FDPS
small molecule,DB00712,Flurbiprofen,investigational,PTGS2
small molecule,DB00712,Flurbiprofen,investigational,PTGS1
small molecule,DB00713,Oxacillin,investigational,SLC15A1
small molecule,DB00713,Oxacillin,investigational,SLC15A2
small molecule,DB00714,Apomorphine,investigational,DRD4
small molecule,DB00714,Apomorphine,investigational,DRD2
small molecule,DB00714,Apomorphine,investigational,DRD3
small molecule,DB00714,Apomorphine,investigational,DRD5
small molecule,DB00714,Apomorphine,investigational,DRD1
small molecule,DB00714,Apomorphine,investigational,ADRA2C
small molecule,DB00714,Apomorphine,investigational,ADRA2B
small molecule,DB00714,Apomorphine,investigational,HTR1A
small molecule,DB00714,Apomorphine,investigational,HTR2A
small molecule,DB00714,Apomorphine,investigational,HTR2B
small molecule,DB00714,Apomorphine,investigational,HTR2C
small molecule,DB00714,Apomorphine,investigational,ADRA2A
small molecule,DB00714,Apomorphine,investigational,HTR1D
small molecule,DB00714,Apomorphine,investigational,HTR1B
small molecule,DB00715,Paroxetine,investigational,SLC6A4
small molecule,DB00715,Paroxetine,investigational,SLC6A2
small molecule,DB00715,Paroxetine,investigational,HTR2A
small molecule,DB00715,Paroxetine,investigational,ADRA1A
small molecule,DB00715,Paroxetine,investigational,ADRA1B
small molecule,DB00715,Paroxetine,investigational,ADRA1D
small molecule,DB00715,Paroxetine,investigational,ADRA2A
small molecule,DB00715,Paroxetine,investigational,ADRA2B
small molecule,DB00715,Paroxetine,investigational,ADRA2C
small molecule,DB00715,Paroxetine,investigational,ADRB1
small molecule,DB00715,Paroxetine,investigational,ADRB2
small molecule,DB00715,Paroxetine,investigational,ADRB3
small molecule,DB00715,Paroxetine,investigational,DRD2
small molecule,DB00715,Paroxetine,investigational,HRH1
small molecule,DB00715,Paroxetine,investigational,HTR1A
small molecule,DB00715,Paroxetine,investigational,HTR1B
small molecule,DB00715,Paroxetine,investigational,HTR1D
small molecule,DB00715,Paroxetine,investigational,HTR1E
small molecule,DB00715,Paroxetine,investigational,HTR1F
small molecule,DB00715,Paroxetine,investigational,HTR2A
small molecule,DB00715,Paroxetine,investigational,HTR2B
small molecule,DB00715,Paroxetine,investigational,HTR2C
small molecule,DB00715,Paroxetine,investigational,HTR3A
small molecule,DB00715,Paroxetine,investigational,HTR3B
small molecule,DB00715,Paroxetine,investigational,HTR3C
small molecule,DB00715,Paroxetine,investigational,HTR3D
small molecule,DB00715,Paroxetine,investigational,HTR3E
small molecule,DB00715,Paroxetine,investigational,HTR4
small molecule,DB00715,Paroxetine,investigational,HTR6
small molecule,DB00715,Paroxetine,investigational,HTR7
small molecule,DB00715,Paroxetine,investigational,CHRM1
small molecule,DB00715,Paroxetine,investigational,CHRM2
small molecule,DB00715,Paroxetine,investigational,CHRM3
small molecule,DB00715,Paroxetine,investigational,CHRM4
small molecule,DB00715,Paroxetine,investigational,CHRM5
small molecule,DB00715,Paroxetine,investigational,HTR2B
small molecule,DB00715,Paroxetine,investigational,DRD1
small molecule,DB00715,Paroxetine,investigational,DRD5
small molecule,DB00716,Nedocromil,investigational,CYSLTR1
small molecule,DB00716,Nedocromil,investigational,CYSLTR2
small molecule,DB00716,Nedocromil,investigational,FPR1
small molecule,DB00716,Nedocromil,investigational,PTGDR
small molecule,DB00716,Nedocromil,investigational,HSP90AA1
small molecule,DB00717,Norethisterone,approved,PGR
small molecule,DB00717,Norethisterone,approved,AR
small molecule,DB00717,Norethisterone,approved,NR3C1
small molecule,DB00719,Azatadine,approved,HRH1
small molecule,DB00722,Lisinopril,investigational,ACE
small molecule,DB00722,Lisinopril,investigational,REN
small molecule,DB00723,Methoxamine,investigational,ADRA1A
small molecule,DB00723,Methoxamine,investigational,ADRA1D
small molecule,DB00723,Methoxamine,investigational,ADRA1B
small molecule,DB00724,Imiquimod,investigational,TLR7
small molecule,DB00724,Imiquimod,investigational,TLR8
small molecule,DB00725,Homatropine methylbromide,approved,CHRM2
small molecule,DB00725,Homatropine methylbromide,approved,CHRM1
small molecule,DB00725,Homatropine methylbromide,approved,CHRM4
small molecule,DB00725,Homatropine methylbromide,approved,CHRM5
small molecule,DB00725,Homatropine methylbromide,approved,CHRM3
small molecule,DB00726,Trimipramine,approved,SLC6A4
small molecule,DB00726,Trimipramine,approved,SLC6A2
small molecule,DB00726,Trimipramine,approved,SLC6A3
small molecule,DB00726,Trimipramine,approved,HTR2A
small molecule,DB00726,Trimipramine,approved,HTR1A
small molecule,DB00726,Trimipramine,approved,ADRA1A
small molecule,DB00726,Trimipramine,approved,ADRA1B
small molecule,DB00726,Trimipramine,approved,DRD2
small molecule,DB00726,Trimipramine,approved,ADRA2B
small molecule,DB00726,Trimipramine,approved,HRH1
small molecule,DB00726,Trimipramine,approved,HTR2C
small molecule,DB00726,Trimipramine,approved,HTR3A
small molecule,DB00726,Trimipramine,approved,HTR1D
small molecule,DB00726,Trimipramine,approved,ADRA2A
small molecule,DB00726,Trimipramine,approved,DRD1
small molecule,DB00726,Trimipramine,approved,DRD5
small molecule,DB00726,Trimipramine,approved,ADRB1
small molecule,DB00726,Trimipramine,approved,ADRB2
small molecule,DB00726,Trimipramine,approved,ADRB3
small molecule,DB00726,Trimipramine,approved,CHRM1
small molecule,DB00726,Trimipramine,approved,CHRM2
small molecule,DB00726,Trimipramine,approved,CHRM3
small molecule,DB00726,Trimipramine,approved,CHRM4
small molecule,DB00726,Trimipramine,approved,CHRM5
small molecule,DB00727,Nitroglycerin,investigational,NPR1
small molecule,DB00728,Rocuronium,approved,CHRNA2
small molecule,DB00728,Rocuronium,approved,CHRM2
small molecule,DB00728,Rocuronium,approved,HTR3A
small molecule,DB00731,Nateglinide,investigational,ABCC8
small molecule,DB00731,Nateglinide,investigational,PPARG
small molecule,DB00732,Atracurium besylate,approved,CHRNA2
small molecule,DB00734,Risperidone,investigational,HTR2A
small molecule,DB00734,Risperidone,investigational,DRD2
small molecule,DB00734,Risperidone,investigational,ADRA1B
small molecule,DB00734,Risperidone,investigational,ADRA2B
small molecule,DB00734,Risperidone,investigational,ADRA1A
small molecule,DB00734,Risperidone,investigational,ADRA2C
small molecule,DB00734,Risperidone,investigational,HRH1
small molecule,DB00734,Risperidone,investigational,HTR2C
small molecule,DB00734,Risperidone,investigational,HTR1D
small molecule,DB00734,Risperidone,investigational,HTR1A
small molecule,DB00734,Risperidone,investigational,HTR7
small molecule,DB00734,Risperidone,investigational,DRD1
small molecule,DB00735,Naftifine,approved,SQLE
small molecule,DB00736,Esomeprazole,investigational,ATP4A
small molecule,DB00736,Esomeprazole,investigational,DDAH1
small molecule,DB00737,Meclizine,approved,HRH1
small molecule,DB00737,Meclizine,approved,NR1I3
small molecule,DB00738,Pentamidine,investigational,TRDMT1
small molecule,DB00740,Riluzole,investigational,SCN5A
small molecule,DB00740,Riluzole,investigational,SLC7A11
small molecule,DB00745,Modafinil,investigational,SLC6A3
small molecule,DB00745,Modafinil,investigational,ADRA1B
small molecule,DB00746,Deferoxamine,investigational,APP
small molecule,DB00747,Scopolamine,investigational,CHRM1
small molecule,DB00747,Scopolamine,investigational,CHRM2
small molecule,DB00747,Scopolamine,investigational,CHRM3
small molecule,DB00747,Scopolamine,investigational,CHRM4
small molecule,DB00747,Scopolamine,investigational,CHRM5
small molecule,DB00747,Scopolamine,investigational,CHRNA4
small molecule,DB00747,Scopolamine,investigational,CHRNB2
small molecule,DB00747,Scopolamine,investigational,SI
small molecule,DB00748,Carbinoxamine,approved,HRH1
small molecule,DB00750,Prilocaine,approved,SCN5A
small molecule,DB00751,Epinastine,investigational,HRH1
small molecule,DB00751,Epinastine,investigational,HRH2
small molecule,DB00751,Epinastine,investigational,ADRA1A
small molecule,DB00751,Epinastine,investigational,ADRA2A
small molecule,DB00751,Epinastine,investigational,HTR2A
small molecule,DB00751,Epinastine,investigational,HTR7
small molecule,DB00752,Tranylcypromine,investigational,MAOB
small molecule,DB00752,Tranylcypromine,investigational,MAOA
small molecule,DB00754,Ethotoin,approved,SCN5A
small molecule,DB00754,Ethotoin,approved,NR1I2
small molecule,DB00757,Dolasetron,investigational,HTR3A
small molecule,DB00758,Clopidogrel,approved,P2RY12
small molecule,DB00762,Irinotecan,investigational,TOP1MT
small molecule,DB00762,Irinotecan,investigational,TOP1
small molecule,DB00763,Methimazole,approved,TPO
small molecule,DB00765,Metyrosine,approved,TH
small molecule,DB00768,Olopatadine,approved,HRH1
small molecule,DB00768,Olopatadine,approved,HRH2
small molecule,DB00768,Olopatadine,approved,HRH3
small molecule,DB00768,Olopatadine,approved,S100A1
small molecule,DB00768,Olopatadine,approved,S100A12
small molecule,DB00768,Olopatadine,approved,S100B
small molecule,DB00768,Olopatadine,approved,S100A13
small molecule,DB00768,Olopatadine,approved,S100A2
small molecule,DB00769,Hydrocortamate,approved,NR3C1
small molecule,DB00770,Alprostadil,investigational,PTGER2
small molecule,DB00770,Alprostadil,investigational,PTGER1
small molecule,DB00770,Alprostadil,investigational,PTGDR2
small molecule,DB00771,Clidinium,approved,CHRM1
small molecule,DB00772,Malathion,investigational,BCHE
small molecule,DB00773,Etoposide,approved,TOP2A
small molecule,DB00773,Etoposide,approved,TOP2B
small molecule,DB00775,Tirofiban,approved,ITGA2B
small molecule,DB00775,Tirofiban,approved,ITGB3
small molecule,DB00776,Oxcarbazepine,approved,SCN1A
small molecule,DB00776,Oxcarbazepine,approved,SCN10A
small molecule,DB00776,Oxcarbazepine,approved,SCN11A
small molecule,DB00776,Oxcarbazepine,approved,SCN2A
small molecule,DB00776,Oxcarbazepine,approved,SCN3A
small molecule,DB00776,Oxcarbazepine,approved,SCN4A
small molecule,DB00776,Oxcarbazepine,approved,SCN5A
small molecule,DB00776,Oxcarbazepine,approved,SCN7A
small molecule,DB00776,Oxcarbazepine,approved,SCN8A
small molecule,DB00776,Oxcarbazepine,approved,SCN9A
small molecule,DB00776,Oxcarbazepine,approved,SCN1B
small molecule,DB00776,Oxcarbazepine,approved,SCN2B
small molecule,DB00776,Oxcarbazepine,approved,SCN3B
small molecule,DB00776,Oxcarbazepine,approved,SCN4B
small molecule,DB00777,Propiomazine,approved,HRH1
small molecule,DB00777,Propiomazine,approved,CHRM1
small molecule,DB00777,Propiomazine,approved,CHRM2
small molecule,DB00777,Propiomazine,approved,CHRM3
small molecule,DB00777,Propiomazine,approved,CHRM4
small molecule,DB00777,Propiomazine,approved,CHRM5
small molecule,DB00777,Propiomazine,approved,ADRA1A
small molecule,DB00777,Propiomazine,approved,DRD2
small molecule,DB00777,Propiomazine,approved,HTR2A
small molecule,DB00777,Propiomazine,approved,HTR2C
small molecule,DB00780,Phenelzine,approved,MAOA
small molecule,DB00780,Phenelzine,approved,MAOB
small molecule,DB00780,Phenelzine,approved,AOC3
small molecule,DB00780,Phenelzine,approved,ABAT
small molecule,DB00780,Phenelzine,approved,GPT
small molecule,DB00780,Phenelzine,approved,GPT2
small molecule,DB00780,Phenelzine,approved,GAD65
small molecule,DB00782,Propantheline,approved,CHRM1
small molecule,DB00784,Mefenamic acid,approved,PTGS2
small molecule,DB00784,Mefenamic acid,approved,PTGS1
small molecule,DB00785,Cryptenamine,approved,CHRM2
small molecule,DB00785,Cryptenamine,approved,ADRB1
small molecule,DB00785,Cryptenamine,approved,ADRB2
small molecule,DB00785,Cryptenamine,approved,ADRB3
small molecule,DB00786,Marimastat,investigational,MMP1
small molecule,DB00786,Marimastat,investigational,MMP2
small molecule,DB00786,Marimastat,investigational,MMP3
small molecule,DB00786,Marimastat,investigational,MMP7
small molecule,DB00786,Marimastat,investigational,MMP8
small molecule,DB00786,Marimastat,investigational,MMP9
small molecule,DB00786,Marimastat,investigational,MMP10
small molecule,DB00786,Marimastat,investigational,MMP11
small molecule,DB00786,Marimastat,investigational,MMP12
small molecule,DB00786,Marimastat,investigational,MMP13
small molecule,DB00786,Marimastat,investigational,MMP14
small molecule,DB00786,Marimastat,investigational,MMP15
small molecule,DB00786,Marimastat,investigational,MMP16
small molecule,DB00786,Marimastat,investigational,MMP17
small molecule,DB00786,Marimastat,investigational,MMP19
small molecule,DB00786,Marimastat,investigational,MMP20
small molecule,DB00786,Marimastat,investigational,MMP21
small molecule,DB00786,Marimastat,investigational,MMP23A
small molecule,DB00786,Marimastat,investigational,MMP24
small molecule,DB00786,Marimastat,investigational,MMP25
small molecule,DB00786,Marimastat,investigational,MMP26
small molecule,DB00786,Marimastat,investigational,MMP27
small molecule,DB00786,Marimastat,investigational,MMP28
small molecule,DB00789,Gadopentetic acid,approved,PGD
small molecule,DB00790,Perindopril,approved,ACE
small molecule,DB00790,Perindopril,approved,SFRP4
small molecule,DB00795,Sulfasalazine,approved,ALOX5
small molecule,DB00795,Sulfasalazine,approved,PTGS2
small molecule,DB00795,Sulfasalazine,approved,PTGS1
small molecule,DB00795,Sulfasalazine,approved,ACAT1
small molecule,DB00795,Sulfasalazine,approved,PLA2G1B
small molecule,DB00795,Sulfasalazine,approved,SLC7A11
small molecule,DB00795,Sulfasalazine,approved,NFKB1
small molecule,DB00795,Sulfasalazine,approved,NFKB2
small molecule,DB00796,Candesartan cilexetil,approved,AGTR1
small molecule,DB00799,Tazarotene,investigational,RARA
small molecule,DB00799,Tazarotene,investigational,RXRB
small molecule,DB00799,Tazarotene,investigational,RARG
small molecule,DB00799,Tazarotene,investigational,RARB
small molecule,DB00800,Fenoldopam,approved,DRD5
small molecule,DB00800,Fenoldopam,approved,DRD1
small molecule,DB00800,Fenoldopam,approved,ADRA1B
small molecule,DB00800,Fenoldopam,approved,ADRA1D
small molecule,DB00800,Fenoldopam,approved,ADRA1A
small molecule,DB00800,Fenoldopam,approved,ADRA2B
small molecule,DB00800,Fenoldopam,approved,ADRA2C
small molecule,DB00800,Fenoldopam,approved,ADRA2A
small molecule,DB00804,Dicyclomine,approved,CHRM1
small molecule,DB00804,Dicyclomine,approved,CHRM3
small molecule,DB00804,Dicyclomine,approved,CHRM2
small molecule,DB00805,Minaprine,approved,MAOA
small molecule,DB00805,Minaprine,approved,HTR2B
small molecule,DB00805,Minaprine,approved,HTR2A
small molecule,DB00805,Minaprine,approved,HTR2C
small molecule,DB00805,Minaprine,approved,ACHE
small molecule,DB00805,Minaprine,approved,SLC6A4
small molecule,DB00805,Minaprine,approved,DRD1
small molecule,DB00805,Minaprine,approved,DRD2
small molecule,DB00805,Minaprine,approved,CHRM1
small molecule,DB00806,Pentoxifylline,investigational,ADORA2A
small molecule,DB00806,Pentoxifylline,investigational,ADORA1
small molecule,DB00806,Pentoxifylline,investigational,NT5E
small molecule,DB00808,Indapamide,approved,SLC12A3
small molecule,DB00809,Tropicamide,investigational,CHRM4
small molecule,DB00809,Tropicamide,investigational,CHRM1
small molecule,DB00809,Tropicamide,investigational,CHRM2
small molecule,DB00809,Tropicamide,investigational,CHRM3
small molecule,DB00810,Biperiden,investigational,CHRM1
small molecule,DB00811,Ribavirin,approved,IMPDH1
small molecule,DB00811,Ribavirin,approved,IMPDH2
small molecule,DB00816,Orciprenaline,approved,ADRB2
small molecule,DB00820,Tadalafil,investigational,PDE5A
small molecule,DB00820,Tadalafil,investigational,PDE11A
small molecule,DB00820,Tadalafil,investigational,PDE6G
small molecule,DB00822,Disulfiram,approved,DBH
small molecule,DB00822,Disulfiram,approved,ALDH2
small molecule,DB00823,Ethynodiol diacetate,approved,PGR
small molecule,DB00823,Ethynodiol diacetate,approved,ESR1
small molecule,DB00825,Levomenthol,approved,TRPM8
small molecule,DB00825,Levomenthol,approved,TRPA1
small molecule,DB00825,Levomenthol,approved,TRPV3
small molecule,DB00825,Levomenthol,approved,CACNA1C
small molecule,DB00825,Levomenthol,approved,CACNA1D
small molecule,DB00825,Levomenthol,approved,CACNA1F
small molecule,DB00825,Levomenthol,approved,CACNA1S
small molecule,DB00825,Levomenthol,approved,CACNB1
small molecule,DB00825,Levomenthol,approved,CACNB2
small molecule,DB00825,Levomenthol,approved,CACNB3
small molecule,DB00825,Levomenthol,approved,CACNB4
small molecule,DB00825,Levomenthol,approved,CACNA1A
small molecule,DB00825,Levomenthol,approved,OPRK1
small molecule,DB00831,Trifluoperazine,investigational,DRD2
small molecule,DB00831,Trifluoperazine,investigational,CALY
small molecule,DB00831,Trifluoperazine,investigational,ADRA1A
small molecule,DB00831,Trifluoperazine,investigational,CALM1
small molecule,DB00831,Trifluoperazine,investigational,TNNC1
small molecule,DB00831,Trifluoperazine,investigational,S100A4
small molecule,DB00834,Mifepristone,investigational,PGR
small molecule,DB00834,Mifepristone,investigational,NR3C1
small molecule,DB00834,Mifepristone,investigational,KLK3
small molecule,DB00834,Mifepristone,investigational,NR1I2
small molecule,DB00835,Brompheniramine,approved,HRH1
small molecule,DB00835,Brompheniramine,approved,CHRM1
small molecule,DB00835,Brompheniramine,approved,CHRM2
small molecule,DB00835,Brompheniramine,approved,CHRM3
small molecule,DB00835,Brompheniramine,approved,CHRM4
small molecule,DB00835,Brompheniramine,approved,CHRM5
small molecule,DB00836,Loperamide,approved,OPRM1
small molecule,DB00836,Loperamide,approved,OPRD1
small molecule,DB00836,Loperamide,approved,OPRK1
small molecule,DB00836,Loperamide,approved,CALM1
small molecule,DB00836,Loperamide,approved,POMC
small molecule,DB00836,Loperamide,approved,CACNA1A
small molecule,DB00836,Loperamide,approved,KCNH2
small molecule,DB00838,Clocortolone,approved,NR3C1
small molecule,DB00839,Tolazamide,investigational,ABCC8
small molecule,DB00839,Tolazamide,investigational,KCNJ11
small molecule,DB00841,Dobutamine,approved,ADRA1A
small molecule,DB00841,Dobutamine,approved,ADRA1B
small molecule,DB00841,Dobutamine,approved,ADRA1D
small molecule,DB00841,Dobutamine,approved,ADRB1
small molecule,DB00841,Dobutamine,approved,ADRB2
small molecule,DB00841,Dobutamine,approved,ESR1
small molecule,DB00842,Oxazepam,approved,GABRA1
small molecule,DB00842,Oxazepam,approved,GABRA2
small molecule,DB00842,Oxazepam,approved,GABRA3
small molecule,DB00842,Oxazepam,approved,GABRA4
small molecule,DB00842,Oxazepam,approved,GABRA5
small molecule,DB00842,Oxazepam,approved,GABRA6
small molecule,DB00842,Oxazepam,approved,GABRB1
small molecule,DB00842,Oxazepam,approved,GABRB2
small molecule,DB00842,Oxazepam,approved,GABRB3
small molecule,DB00842,Oxazepam,approved,GABRD
small molecule,DB00842,Oxazepam,approved,GABRE
small molecule,DB00842,Oxazepam,approved,GABRG1
small molecule,DB00842,Oxazepam,approved,GABRG2
small molecule,DB00842,Oxazepam,approved,GABRG3
small molecule,DB00842,Oxazepam,approved,GABRP
small molecule,DB00842,Oxazepam,approved,GABRQ
small molecule,DB00842,Oxazepam,approved,GABRA1
small molecule,DB00842,Oxazepam,approved,GABRA2
small molecule,DB00842,Oxazepam,approved,GABRA3
small molecule,DB00842,Oxazepam,approved,GABRA5
small molecule,DB00842,Oxazepam,approved,GABRG1
small molecule,DB00842,Oxazepam,approved,GABRG2
small molecule,DB00842,Oxazepam,approved,GABRG3
small molecule,DB00843,Donepezil,approved,ACHE
small molecule,DB00843,Donepezil,approved,HTR2A
small molecule,DB00843,Donepezil,approved,BCHE
small molecule,DB00843,Donepezil,approved,NOS1
small molecule,DB00843,Donepezil,approved,TNFAIP6
small molecule,DB00843,Donepezil,approved,IL1B
small molecule,DB00843,Donepezil,approved,NFKB2
small molecule,DB00843,Donepezil,approved,NFKB1
small molecule,DB00843,Donepezil,approved,GRIN1
small molecule,DB00843,Donepezil,approved,GRIN2A
small molecule,DB00843,Donepezil,approved,GRIN2B
small molecule,DB00843,Donepezil,approved,GRIN2C
small molecule,DB00843,Donepezil,approved,GRIN2D
small molecule,DB00843,Donepezil,approved,GRIN3A
small molecule,DB00843,Donepezil,approved,GRIN3B
small molecule,DB00844,Nalbuphine,approved,OPRK1
small molecule,DB00844,Nalbuphine,approved,OPRM1
small molecule,DB00844,Nalbuphine,approved,OPRD1
small molecule,DB00845,Clofazimine,investigational,PPARG
small molecule,DB00845,Clofazimine,investigational,KCNA3
small molecule,DB00846,Flurandrenolide,approved,NR3C1
small molecule,DB00847,Cysteamine,investigational,NPY2R
small molecule,DB00849,Methylphenobarbital,approved,GABRA2
small molecule,DB00849,Methylphenobarbital,approved,GABRA3
small molecule,DB00849,Methylphenobarbital,approved,GABRA4
small molecule,DB00849,Methylphenobarbital,approved,GABRA5
small molecule,DB00849,Methylphenobarbital,approved,GABRA6
small molecule,DB00849,Methylphenobarbital,approved,GABRA1
small molecule,DB00849,Methylphenobarbital,approved,CHRNA4
small molecule,DB00849,Methylphenobarbital,approved,CHRNA7
small molecule,DB00849,Methylphenobarbital,approved,GRIA2
small molecule,DB00849,Methylphenobarbital,approved,GRIK2
small molecule,DB00849,Methylphenobarbital,approved,NR1I2
small molecule,DB00850,Perphenazine,approved,DRD2
small molecule,DB00850,Perphenazine,approved,DRD1
small molecule,DB00850,Perphenazine,approved,CALM1
small molecule,DB00851,Dacarbazine,investigational,POLA2
small molecule,DB00851,Dacarbazine,investigational,PGD
small molecule,DB00852,Pseudoephedrine,approved,SLC6A2
small molecule,DB00852,Pseudoephedrine,approved,SLC6A3
small molecule,DB00852,Pseudoephedrine,approved,ADRA1A
small molecule,DB00852,Pseudoephedrine,approved,ADRA2A
small molecule,DB00852,Pseudoephedrine,approved,SLC6A4
